-,-,-
0.07,-9.57,-0.38
0.17,-9.61,-0.34
0.17,-9.81,-0.60
0.27,-9.79,-0.16
0.19,-9.74,0.45
-2.80,-9.62,1.31
-5.98,-8.32,-1.62
-7.17,-5.33,-1.02
-6.74,-1.71,-1.02
-0.21,2.06,-1.80
6.72,3.81,-4.17
9.00,1.23,-3.31
9.79,-3.20,6.62
7.69,-13.83,19.35
8.20,-19.43,17.74
8.32,-17.94,18.77
0.28,-17.29,18.00
-6.43,-16.13,12.44
-9.78,-13.69,9.28
-11.98,-12.16,7.94
-10.93,-10.05,8.03
-12.90,-8.52,8.28
-16.29,-8.18,4.02
-18.34,-7.38,3.98
-15.68,-3.62,5.61
-7.85,0.36,4.81
-1.41,2.77,3.40
4.83,1.69,2.17
5.46,-2.48,-0.15
14.82,-4.21,2.45




-,-,-
0.45,-9.60,-0.38
0.69,-9.51,-0.59
0.45,-9.58,-0.61
0.31,-9.73,-0.69
-0.38,-9.98,-0.20
-2.84,-10.30,1.03
-4.87,-8.79,-0.37
-5.20,-6.07,-2.12
-3.04,-3.01,0.36
-0.47,0.10,-0.92
4.53,2.12,-3.31
6.16,2.23,-2.30
10.77,0.15,3.92
9.85,-8.07,9.21
8.67,-17.86,18.77
5.15,-21.10,14.77
-0.77,-20.23,18.52
-11.07,-20.78,10.55
-10.13,-16.80,9.10
-10.29,-12.94,7.04
-12.03,-11.06,7.81
-11.68,-9.00,6.61
-14.55,-9.22,6.65
-16.24,-8.39,4.99
-16.16,-6.23,4.74
-11.70,-2.50,4.26
-0.82,1.61,4.22
8.11,2.38,3.65




-,-,-
0.48,-9.61,-0.42
0.81,-9.48,-0.46
0.32,-9.69,-0.39
-0.11,-9.71,-0.50
-1.27,-9.90,0.29
-2.99,-9.97,-0.67
-3.63,-8.31,-0.67
-4.28,-6.01,-0.44
-3.32,-4.10,-0.65
-2.09,-1.90,-0.36
0.41,-0.77,-1.13
5.72,1.43,-1.64
8.45,-1.93,5.66
10.75,-6.70,1.55
10.59,-11.86,9.96
12.58,-15.50,12.67
7.25,-15.92,15.91
-6.65,-19.69,15.88
-16.40,-22.21,7.28
-11.68,-16.94,8.90
-9.88,-13.46,9.35
-8.25,-10.38,8.27
-15.45,-10.15,9.00
-14.01,-7.84,0.62
-14.66,-6.25,1.85
-11.01,-3.22,3.78
-1.09,0.98,3.25
2.21,0.76,5.77
1.61,-2.16,0.96
2.78,-4.41,-3.42




-,-,-
0.56,-9.74,0.07
0.68,-9.56,0.07
0.85,-9.47,-0.08
0.45,-9.56,0.01
0.66,-9.40,-0.01
0.82,-9.17,0.02
1.00,-9.14,0.08
-0.82,-9.55,1.08
-4.13,-9.40,0.71
-5.93,-7.98,-1.30
-6.15,-5.65,-0.97
-2.24,-1.62,-0.56
8.13,3.72,-0.10
6.90,2.57,-5.01
10.55,1.49,4.31
9.29,-6.18,11.09
2.36,-15.67,17.43
-7.24,-23.01,15.90
-4.20,-20.10,13.03
-10.43,-22.12,10.54
-9.45,-17.96,10.38
-9.65,-13.80,8.74
-11.14,-9.54,8.88
-15.16,-7.86,8.57
-17.34,-7.03,5.23
-15.09,-6.46,2.99
-10.44,-5.39,3.90
-6.81,-3.74,3.85
-0.10,-0.87,5.28
4.84,-0.20,5.96
5.79,-2.24,0.26




-,-,-
0.35,-9.51,0.32
0.17,-9.59,0.27
0.02,-9.73,0.35
0.12,-9.65,0.38
0.24,-9.72,0.31
0.08,-9.79,0.27
0.48,-9.62,0.34
0.53,-9.59,0.48
-2.12,-10.30,1.19
-4.89,-9.23,-0.23
-4.39,-6.50,-0.34
-3.47,-3.56,0.25
0.57,0.86,1.16
0.73,1.42,-3.56
7.16,2.57,0.14
14.49,0.14,2.31
9.69,-8.97,13.33
4.19,-20.24,20.38
-4.37,-25.69,16.14
-2.02,-22.40,18.66
-4.19,-19.74,12.46
-6.71,-16.07,9.44
-16.74,-14.04,11.87
-20.78,-12.47,5.13
-19.03,-9.31,4.06
-16.31,-6.45,0.87
-14.04,-2.88,1.42
-6.40,2.09,4.11
2.70,3.83,10.02
5.91,1.25,4.96




