-,-,-
0.03,-9.60,0.09
0.13,-9.67,0.32
0.08,-9.92,-0.04
-1.17,-9.44,1.60
-7.14,-8.56,0.87
-8.44,-4.46,-3.15
-4.70,1.77,-0.14
2.15,5.86,-0.89
10.75,7.80,-2.00
13.83,5.73,0.58
11.51,-8.13,17.07
2.91,-26.50,25.40
2.99,-28.64,22.12
0.91,-24.41,22.86
-8.09,-20.84,12.82
-7.15,-13.55,9.38
-11.61,-10.66,11.43
-10.57,-8.45,6.71
-15.38,-7.87,6.52
-15.04,-5.21,4.84
-8.16,-0.91,6.56
-2.43,1.20,5.60




-,-,-
0.11,-9.70,-0.64
0.41,-9.53,-0.43
0.02,-9.65,-0.94
0.40,-9.47,-0.85
-1.13,-9.51,-0.11
-5.43,-8.60,-1.07
-6.01,-5.34,-2.77
-6.06,-1.67,-0.77
0.70,3.00,-0.01
6.15,4.79,-1.11
8.85,3.36,0.26
11.03,-3.52,5.86
10.37,-18.45,15.76
12.71,-23.73,17.25
7.71,-23.56,21.13
-5.75,-24.14,15.18
-14.02,-21.27,12.99
-12.50,-16.17,8.50
-12.99,-12.37,10.52
-16.65,-9.88,6.88
-17.93,-6.01,2.03
-12.50,-1.51,9.09
-3.75,2.56,2.10
3.29,3.30,-2.37
8.18,0.43,-1.00
9.64,-3.89,5.72
12.01,-6.34,3.53
5.77,-9.62,1.71




-,-,-
0.12,-9.84,-0.20
0.16,-9.80,-0.10
0.49,-9.59,-0.20
0.15,-9.67,-0.50
0.57,-9.54,-0.22
0.01,-9.64,-0.29
-2.22,-9.60,0.91
-4.86,-7.98,-1.91
-7.19,-5.87,-2.85
-7.02,-3.10,-1.30
-2.67,1.47,-0.14
6.35,4.86,1.50
5.24,1.86,-4.52
13.58,-1.66,1.87
17.41,-9.42,11.72
8.42,-17.87,14.18
7.13,-18.45,15.40
11.44,-17.10,20.39
-6.09,-22.46,22.52
-4.19,-16.14,12.85
-3.98,-12.56,13.43
-14.36,-13.61,14.08
-17.60,-11.50,11.01
-17.83,-9.00,6.91
-12.43,-4.01,3.80
-8.09,-0.36,6.40
-3.41,2.83,2.89
0.62,3.21,2.68
1.24,0.56,-0.84
-1.19,-5.12,-4.13
6.47,-6.32,1.29
10.38,-8.47,4.61




-,-,-
0.25,-9.68,-0.08
0.07,-9.74,0.05
0.01,-9.67,-0.33
0.09,-9.57,-0.10
0.44,-9.31,-0.26
-0.79,-9.42,1.00
-4.52,-8.53,0.06
-7.72,-6.17,-4.27
-10.86,-3.46,-2.64
-2.80,3.39,-0.32
6.29,8.54,-0.79
13.60,9.51,0.58
14.69,1.79,6.36
17.09,-16.24,26.98
11.37,-31.06,27.97
2.62,-32.74,29.42
-2.76,-24.51,21.22
-11.00,-12.27,19.96
-21.82,-8.34,7.97
-28.81,-8.75,4.58
-20.72,-3.96,2.67
-12.09,-0.06,4.37
-5.37,1.94,3.57
-0.01,0.96,3.38
0.17,-3.02,2.85




-,-,-
0.51,-9.57,-0.30
-0.42,-9.78,-0.06
-2.80,-10.02,-0.15
-4.64,-8.89,-3.44
-5.81,-7.38,-0.54
-5.83,-5.15,1.43
-1.53,-1.63,2.26
4.36,2.04,0.86
5.45,2.38,-0.01
9.57,1.64,-1.62
8.12,-2.71,1.88
15.04,-7.79,14.58
8.59,-17.51,20.31
7.36,-22.30,21.61
-3.85,-22.90,30.77
-15.62,-18.14,9.12
-11.43,-11.90,9.22
-12.70,-7.73,8.48
-16.24,-6.11,2.77
-18.87,-6.51,-1.13
-15.97,-5.24,1.47
-14.02,-3.99,1.65
-11.01,-2.04,3.29
-6.02,-0.41,4.02
-2.40,0.23,1.78




