-,-,-
0.09,-9.80,-0.03
0.36,-9.57,-0.09
0.53,-9.38,-0.03
0.38,-9.38,-0.18
0.02,-9.84,-0.17
-0.16,-11.72,-0.32
6.52,-10.73,0.99
12.31,-3.97,-1.03
17.07,3.05,0.72
7.76,5.68,1.93
-2.42,2.44,1.98
-10.92,-1.51,3.24
-9.48,-4.28,5.36
-16.55,-10.52,13.78
-17.74,-14.79,11.74
-15.16,-14.50,13.83
-6.76,-15.10,16.94
-5.98,-19.78,21.25
6.62,-13.15,26.65
17.17,-8.23,22.72
15.45,-6.89,18.35
20.57,-1.57,15.24
23.69,5.07,8.95
14.71,7.13,1.08
6.94,6.08,-3.02
4.23,5.83,-0.94
-5.49,0.20,1.26




-,-,-
1.16,9.69,-1.42
1.04,9.65,-1.10
1.07,9.65,-1.28
1.22,9.41,-1.45
1.02,9.38,-1.36
2.02,10.62,-1.07
6.54,12.51,-1.32
10.36,10.05,-1.73
17.11,4.64,-4.83
8.76,-6.70,-6.11
0.85,-7.99,-4.82
-6.59,-8.19,-9.50
-15.61,2.01,-12.19
-19.10,9.73,-11.47
-20.12,17.68,-7.19
-15.01,18.78,-9.23
-7.95,22.00,-10.05
-10.86,22.65,-10.41
5.18,26.25,-21.31
8.59,27.57,-18.32
12.05,13.17,-22.15
21.51,3.22,-14.10
13.98,-7.76,-17.43
3.77,-9.36,-8.23
-5.41,-6.36,-1.33
-9.59,0.29,-1.41
-9.40,7.19,0.38
-5.69,9.89,-2.46
-3.30,9.26,-2.35
-2.37,11.03,1.70
1.01,10.24,-1.90




-,-,-
1.37,9.59,-2.22
1.34,9.61,-2.23
1.31,9.52,-2.32
1.41,9.36,-2.41
2.40,9.79,-2.40
5.51,11.35,-0.31
10.50,6.72,-4.44
11.38,1.24,-6.54
5.65,-2.94,-3.10
2.16,-4.12,-5.58
-4.09,-3.62,-6.91
-9.53,0.01,-8.32
-16.65,8.56,-9.01
-17.48,14.14,-9.19
-12.44,16.66,-10.50
-9.63,17.36,-8.62
-7.98,21.47,-9.48
-0.24,19.98,-15.73
1.98,14.52,-10.95
5.43,11.77,-10.21
18.33,13.53,-18.37
14.50,7.00,-14.54
12.92,1.42,-9.46
12.96,-1.00,-6.57
11.36,-3.08,-2.21
4.59,-6.29,-1.01




-,-,-
1.47,9.35,-0.90
2.97,9.87,-0.73
7.01,8.23,-1.33
9.59,3.86,-3.92
7.48,0.13,-4.09
3.78,-2.11,-5.51
-2.10,-3.39,-6.45
-6.57,-2.14,-7.70
-13.44,3.30,-7.43
-14.91,9.66,-11.89
-19.94,13.92,-10.25
-11.56,16.50,-14.41
-10.92,19.51,-12.84
-1.95,20.56,-16.45
0.31,17.21,-11.18
5.42,12.39,-14.48
11.22,10.12,-14.09
11.59,7.41,-12.90
11.92,3.05,-10.09
9.31,1.58,-6.29
8.94,-0.21,-5.76
6.22,-2.51,-2.92
5.27,-2.49,-2.31




-,-,-
1.37,9.66,-1.62
1.44,9.62,-1.68
1.52,9.58,-1.65
2.94,11.06,-1.34
7.13,13.74,-0.29
10.41,11.19,-2.31
11.28,5.30,-4.10
9.14,0.06,-4.44
3.88,-3.43,-5.45
-0.10,-2.75,-4.70
-7.27,-1.33,-6.47
-9.83,3.10,-7.04
-13.61,4.45,-8.01
-15.25,8.95,-9.40
-15.37,12.71,-9.09
-10.77,16.94,-9.53
-9.10,17.67,-5.97
-5.93,18.34,-12.46
3.22,21.64,-10.82
6.83,18.75,-11.52
3.39,14.72,-13.36
7.81,12.87,-17.99
7.91,8.74,-11.99
13.29,5.95,-9.14
17.37,5.14,-5.01
15.41,-3.49,-7.95
5.09,-8.86,-6.65
-3.16,-5.30,-5.52




