-,-,-
1.01,9.50,-1.42
0.53,8.36,-1.74
-0.02,8.26,-1.33
-0.18,5.74,-1.61
-0.79,-0.06,-2.13
0.35,-5.81,-1.81
0.95,-9.95,-4.70
1.73,-0.24,-11.36
-5.51,18.83,-7.34
4.76,31.53,-8.44
16.18,29.24,-11.90
16.45,16.38,-11.07
13.69,10.55,-7.72
5.00,7.19,-9.86
-5.67,7.78,-6.74
-8.33,6.79,-4.98
-11.37,7.40,-5.49
-9.99,7.53,-7.16
-10.12,11.27,-9.30
-7.64,11.13,-9.90
-6.87,9.90,-7.83
-8.20,13.04,-3.38
-2.60,17.52,-2.44
4.80,20.36,-5.27
8.41,19.86,-5.22
6.03,13.62,-2.71
3.76,6.70,-1.20
5.16,6.51,-2.20
3.22,5.31,-3.79




-,-,-
0.53,9.78,-0.76
0.65,9.49,-0.79
0.43,8.31,-1.15
0.46,5.10,-1.68
0.51,-1.53,-3.36
1.52,-4.51,-3.13
0.28,-4.98,-4.32
-2.22,-2.37,-7.58
-3.31,9.88,-9.72
-2.17,27.52,-9.52
8.01,32.91,-7.01
17.04,24.91,-10.22
12.35,14.69,-7.81
10.50,7.30,-9.46
3.73,4.16,-8.32
-2.47,3.45,-7.70
-8.16,6.87,-8.33
-11.16,10.48,-5.71
-8.76,12.30,-6.91
-8.52,12.89,-6.59
-6.60,11.40,-6.70
-3.78,10.10,-6.49
1.03,9.88,-4.20
3.60,11.26,-3.84




-,-,-
0.78,9.68,-0.29
1.11,9.30,-0.50
0.96,8.46,-0.70
0.18,3.91,-1.42
0.01,-2.31,-2.74
1.15,-5.96,-3.51
1.69,-7.75,-6.85
-1.28,-1.63,-10.39
-5.56,19.71,-7.53
3.17,34.57,-5.46
16.16,31.07,-6.10
16.48,17.33,-10.01
7.63,8.46,-8.18
0.28,5.18,-8.57
8.30,8.01,-4.74
-16.02,8.45,-6.73
-9.71,14.30,-11.00
-9.20,11.88,-7.58




-,-,-
0.73,9.72,-0.49
0.99,9.65,-0.79
1.04,9.75,-0.38
1.00,9.56,-0.42
0.49,9.09,-0.46
-0.39,6.49,-2.20
-1.06,-0.90,-5.94
0.80,-4.24,-6.07
1.06,-5.94,-3.44
1.00,-3.86,-6.70
0.12,7.66,-9.72
-0.68,34.00,-8.38
10.10,38.19,-5.30
13.45,22.76,-6.50
15.27,11.68,-8.10
10.13,4.69,-10.86
-0.50,1.53,-8.73
-6.96,5.17,-9.50
-7.22,6.59,-8.53
-10.35,10.77,-8.83
-10.88,11.20,-9.00




-,-,-
0.73,10.07,-0.60
0.78,10.05,-0.39
0.79,10.11,-0.47
0.76,9.96,-0.11
0.73,8.57,-0.64
-1.71,-0.57,-0.72
0.16,-8.73,-3.34
3.17,-13.39,-8.94
-0.91,-4.52,-11.26
-7.46,13.48,-6.77
-5.90,31.07,-9.96
1.62,35.19,-5.01
12.37,32.08,-7.84
10.42,14.68,-5.70
15.68,5.85,-9.25
4.68,2.62,-7.58
-1.75,3.75,-6.69
-6.11,6.10,-6.91
-10.57,7.95,-6.75
-8.76,13.12,-8.02
-9.13,14.42,-8.19




-,-,-
1.27,1.59,-10.09
1.13,1.67,-10.19
1.09,1.60,-10.15
1.22,1.32,-10.24
0.90,0.27,-10.37
0.41,-4.09,-10.80
1.79,-10.16,-10.69
2.79,-9.79,-8.20
2.71,-5.58,-9.80
1.54,4.87,-13.04
2.87,11.11,-13.17
3.87,13.18,-12.91
9.42,8.81,-10.22
11.60,1.18,-9.05
11.62,-3.05,-8.87
6.85,-5.74,-8.00
2.50,-4.83,-8.79
0.15,-1.54,-9.89
-2.08,0.22,-9.12
-4.83,2.86,-13.09
-3.08,3.34,-13.45
-3.45,2.12,-12.59
-5.23,0.42,-11.43
-3.11,1.08,-13.50
-4.13,2.02,-13.03
-1.73,1.53,-12.61
-0.35,-0.16,-11.89
0.09,0.12,-10.03




-,-,-
0.50,1.85,-10.23
0.59,1.77,-10.19
0.58,1.68,-9.93
0.65,1.75,-10.14
0.53,2.03,-10.29
0.40,2.28,-10.29
0.65,2.15,-10.61
0.44,1.03,-10.71
-0.13,-3.67,-10.85
0.31,-8.37,-10.84
2.29,-9.43,-10.83
1.13,-8.16,-10.10
0.57,-3.17,-9.66
0.52,5.03,-11.79
1.73,11.15,-11.44
2.08,10.29,-13.92
-3.10,5.89,-14.90
-6.00,2.35,-15.29
-6.83,-0.51,-13.90
-6.68,-2.35,-13.62
-3.49,-2.01,-10.55
4.44,-1.32,-11.83
3.16,-1.45,-5.80
3.65,-3.06,-4.16
9.85,-4.49,-11.05
9.86,-4.01,-7.91
8.77,-2.20,-7.45
9.29,-0.36,-10.05




-,-,-
-0.62,1.81,-10.17
-0.86,1.72,-9.99
-0.58,1.78,-10.41
-0.70,1.74,-10.21
-0.74,1.72,-10.18
-0.61,1.69,-10.39
-0.64,1.82,-10.24
-0.70,1.75,-10.27
-0.53,1.78,-10.34
-0.68,1.61,-10.32
-0.75,1.67,-10.13
-0.58,1.69,-10.18
-0.56,1.66,-10.25
-0.62,1.77,-10.21
-0.62,1.66,-10.24
-0.57,1.67,-10.16
-0.54,1.67,-10.24
-0.56,1.65,-10.38
-0.68,1.68,-10.26
-0.62,1.68,-10.26
-0.63,1.65,-10.37
-0.68,1.66,-10.24




-,-,-
0.07,0.62,9.57
0.04,0.60,9.55
-0.09,0.42,9.31
-0.00,0.01,9.15
0.34,-2.59,9.14
0.25,-5.48,8.59
-2.09,-8.12,7.66
-3.25,-8.07,7.55
-3.11,-5.67,8.20
-1.76,0.55,10.12
0.77,3.00,13.32
4.58,4.33,16.73
6.40,2.87,16.38
6.72,-0.32,16.19
6.97,-4.11,11.73
-0.06,-4.89,8.55
-3.32,-3.76,10.44
-6.92,-1.84,6.22
-11.56,0.14,6.61
-9.77,4.05,6.66
-10.49,3.33,6.18
-5.73,-0.29,6.99




-,-,-
-1.93,-4.58,9.52
-1.14,-4.84,9.78
-2.88,-5.71,8.54
-3.32,-4.30,8.07
-3.42,-1.53,8.46
-1.85,4.03,10.24
-4.13,6.66,10.05
-5.98,8.90,11.23
-7.14,6.76,11.27
-9.77,1.43,8.89
-9.03,0.20,8.07
-9.07,-1.77,7.82
-8.46,-0.80,6.08
-5.81,-1.43,4.34
-4.33,-1.46,4.51
-2.16,-1.92,6.72
0.57,-2.41,10.05
1.43,-1.70,10.32
2.45,-1.00,11.34
2.94,-0.28,12.50
3.04,-0.68,13.00
3.88,-0.52,12.81
3.72,-1.00,11.94




